GSE,GSM,Title,Organism,Library Strategy,Library Source,Library Selection,Platform ID,Instrument Models,Tissue/Characteristics
GSE200960,GSM6047352,C3.1_HH-127821,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:C3.1; sorting definition cdx2-gfp expression:HH; culture condition:TX
GSE200960,GSM6047353,C3.1_HL-127822,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:C3.1; sorting definition cdx2-gfp expression:HL; culture condition:TX
GSE200960,GSM6047354,C3.1_LH-127823,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:C3.1; sorting definition cdx2-gfp expression:LH; culture condition:TX
GSE200960,GSM6047355,C3.1_LL-127824,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:C3.1; sorting definition cdx2-gfp expression:LL; culture condition:TX
GSE200960,GSM6047356,C3.1_HHH-127825,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:C3.1; sorting definition cdx2-gfp expression:HHH; culture condition:TX
GSE200960,GSM6047357,C3.1_HHL-127826,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:C3.1; sorting definition cdx2-gfp expression:HHL; culture condition:TX
GSE200960,GSM6047358,C3.1_HLH-127827,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:C3.1; sorting definition cdx2-gfp expression:HLH; culture condition:TX
GSE200960,GSM6047359,C3.1_HLL-127828,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:C3.1; sorting definition cdx2-gfp expression:HLL; culture condition:TX
GSE200960,GSM6047360,C3.1_LHH-127829,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:C3.1; sorting definition cdx2-gfp expression:LHH; culture condition:TX
GSE200960,GSM6047361,C3.1_LHL-127830,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:C3.1; sorting definition cdx2-gfp expression:LHL; culture condition:TX
GSE200960,GSM6047362,C3.1_LLH-127831,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:C3.1; sorting definition cdx2-gfp expression:LLH; culture condition:TX
GSE200960,GSM6047363,C3.1_LLL-127832,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:C3.1; sorting definition cdx2-gfp expression:LLL; culture condition:TX
GSE200960,GSM6047364,C3.1_no-sort-127833,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:C3.1; sorting definition cdx2-gfp expression:no-sort; culture condition:TX
GSE200960,GSM6047365,G4_ES-127834,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:G4_ES; sorting definition cdx2-gfp expression:no-sort; culture condition:2iLIF
GSE200960,GSM6047366,G4_ES-127835,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:G4_ES; sorting definition cdx2-gfp expression:no-sort; culture condition:2iLIF
GSE200960,GSM6047367,G4_ES-127836,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:G4_ES; sorting definition cdx2-gfp expression:no-sort; culture condition:2iLIF
GSE200960,GSM6047368,F4-GFP_iCDX2_TX-127837,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:F4-GFP_iCDX2; sorting definition cdx2-gfp expression:no-sort; culture condition:TX
GSE200960,GSM6047369,F4-GFP_iCDX2_TX-127838,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:F4-GFP_iCDX2; sorting definition cdx2-gfp expression:no-sort; culture condition:TX
GSE200960,GSM6047370,F4-GFP_iCDX2_TX-127839,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:F4-GFP_iCDX2; sorting definition cdx2-gfp expression:no-sort; culture condition:TX
GSE200960,GSM6047371,F4-GFP_iCDX2_pTX-127840,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:F4-GFP_iCDX2; sorting definition cdx2-gfp expression:no-sort; culture condition:pTX
GSE200960,GSM6047372,F4-GFP_iCDX2_pTX-127841,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:F4-GFP_iCDX2; sorting definition cdx2-gfp expression:no-sort; culture condition:pTX
GSE200960,GSM6047373,F4-GFP_iCDX2_pTX-127842,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:F4-GFP_iCDX2; sorting definition cdx2-gfp expression:no-sort; culture condition:pTX
GSE200960,GSM6047374,F4-GFP_iCDX2_TX_DOX-127843,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:F4-GFP_iCDX2; sorting definition cdx2-gfp expression:no-sort; culture condition:TX_DOX
GSE200960,GSM6047375,F4-GFP_iCDX2_TX_DOX-127844,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:F4-GFP_iCDX2; sorting definition cdx2-gfp expression:no-sort; culture condition:TX_DOX
GSE200960,GSM6047376,F4-GFP_iCDX2_TX_DOX-127845,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:F4-GFP_iCDX2; sorting definition cdx2-gfp expression:no-sort; culture condition:TX_DOX
GSE200960,GSM6047377,F4-GFP_iCDX2_HI_FGF-127846,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:F4-GFP_iCDX2; sorting definition cdx2-gfp expression:no-sort; culture condition:TX_HI_FGF
GSE200960,GSM6047378,F4-GFP_iCDX2_HI_FGF-127847,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:F4-GFP_iCDX2; sorting definition cdx2-gfp expression:no-sort; culture condition:TX_HI_FGF
GSE200960,GSM6047379,F4-GFP_iCDX2_HI_FGF-127848,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:F4-GFP_iCDX2; sorting definition cdx2-gfp expression:no-sort; culture condition:TX_HI_FGF
GSE200960,GSM6047380,F4-GFP_iCDX2_pTX-long-127849,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:F4-GFP_iCDX2; sorting definition cdx2-gfp expression:no-sort; culture condition:pTX-long
GSE200960,GSM6047381,F4-GFP_iCDX2_pTX-long-127850,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:F4-GFP_iCDX2; sorting definition cdx2-gfp expression:no-sort; culture condition:pTX-long
GSE200960,GSM6047382,F4-GFP_iCDX2_pTX-long-127851,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:F4-GFP_iCDX2; sorting definition cdx2-gfp expression:no-sort; culture condition:pTX-long
GSE200960,GSM6047383,C3.1_-TX-127852,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:C3.1; sorting definition cdx2-gfp expression:no-sort; culture condition:TX
GSE200960,GSM6047384,C3.1_-TX-127853,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:C3.1; sorting definition cdx2-gfp expression:no-sort; culture condition:TX
GSE200960,GSM6047385,C3.1_-TX-127854,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:C3.1; sorting definition cdx2-gfp expression:no-sort; culture condition:TX
GSE200960,GSM6047386,C3.1_-pTX-127855,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:C3.1; sorting definition cdx2-gfp expression:no-sort; culture condition:pTX
GSE200960,GSM6047387,C3.1_-pTX-127856,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:C3.1; sorting definition cdx2-gfp expression:no-sort; culture condition:pTX
GSE200960,GSM6047388,C3.1_-pTX-127857,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:C3.1; sorting definition cdx2-gfp expression:no-sort; culture condition:pTX
GSE200960,GSM6047389,C3.1_-pTX-long-127858,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:C3.1; sorting definition cdx2-gfp expression:no-sort; culture condition:pTX-long
GSE200960,GSM6047390,C3.1_-pTX-long-127859,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:C3.1; sorting definition cdx2-gfp expression:no-sort; culture condition:pTX-long
GSE200960,GSM6047391,C3.1_-pTX-long-127860,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:C3.1; sorting definition cdx2-gfp expression:no-sort; culture condition:pTX-long
GSE204835,GSM6198397,Human_paraffin-embedded_placental_tissue_Sample 2,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Term; disease state:Control
GSE204835,GSM6198398,Human_paraffin-embedded_placental_tissue_Sample 3,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Term; disease state:Control
GSE204835,GSM6198399,Human_paraffin-embedded_placental_tissue_Sample 4,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Term; disease state:Control
GSE204835,GSM6198400,Human_paraffin-embedded_placental_tissue_Sample 5,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Term; disease state:Control
GSE204835,GSM6198401,Human_paraffin-embedded_placental_tissue_Sample 6,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Term; disease state:Control
GSE204835,GSM6198402,Human_paraffin-embedded_placental_tissue_Sample 7,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Term; disease state:Control
GSE204835,GSM6198403,Human_paraffin-embedded_placental_tissue_Sample 8,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Term; disease state:Control
GSE204835,GSM6198404,Human_paraffin-embedded_placental_tissue_Sample 9,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Term; disease state:Control
GSE204835,GSM6198405,Human_paraffin-embedded_placental_tissue_Sample 10,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Term; disease state:Control
GSE204835,GSM6198406,Human_paraffin-embedded_placental_tissue_Sample 12,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Term; disease state:Control
GSE204835,GSM6198407,Human_paraffin-embedded_placental_tissue_Sample 13,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Term; disease state:Control
GSE204835,GSM6198408,Human_paraffin-embedded_placental_tissue_Sample 14,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Term; disease state:Control
GSE204835,GSM6198409,Human_paraffin-embedded_placental_tissue_Sample 18,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Preterm; disease state:Supermposed_preeclampsia
GSE204835,GSM6198410,Human_paraffin-embedded_placental_tissue_Sample 20,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Preterm; disease state:Supermposed_preeclampsia
GSE204835,GSM6198411,Human_paraffin-embedded_placental_tissue_Sample 25,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Preterm; disease state:Preeclampsia
GSE204835,GSM6198412,Human_paraffin-embedded_placental_tissue_Sample 26,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Preterm; disease state:Preeclampsia
GSE204835,GSM6198413,Human_paraffin-embedded_placental_tissue_Sample 27,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Term; disease state:Preeclampsia
GSE204835,GSM6198414,Human_paraffin-embedded_placental_tissue_Sample 28,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Term; disease state:Supermposed_preeclampsia
GSE204835,GSM6198415,Human_paraffin-embedded_placental_tissue_Sample 29,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Term; disease state:Supermposed_preeclampsia
GSE204835,GSM6198416,Human_paraffin-embedded_placental_tissue_Sample 30,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Term; disease state:Preeclampsia
GSE204835,GSM6198417,Human_paraffin-embedded_placental_tissue_Sample 32,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Term; disease state:Preeclampsia
GSE204835,GSM6198418,Human_paraffin-embedded_placental_tissue_Sample 34,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Term; disease state:Preeclampsia
GSE204835,GSM6198419,Human_paraffin-embedded_placental_tissue_Sample 35,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Term; disease state:Preeclampsia
GSE204835,GSM6198420,Human_paraffin-embedded_placental_tissue_Sample 36,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Term; disease state:Supermposed_preeclampsia
GSE204835,GSM6198421,Human_paraffin-embedded_placental_tissue_Sample 37,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Term; disease state:Preeclampsia
GSE204835,GSM6198422,Human_paraffin-embedded_placental_tissue_Sample 38,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Term; disease state:Chronic_hypertension
GSE204835,GSM6198423,Human_paraffin-embedded_placental_tissue_Sample 39,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Term; disease state:Chronic_hypertension
GSE204835,GSM6198424,Human_paraffin-embedded_placental_tissue_Sample 40,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Term; disease state:Chronic_hypertension
GSE204835,GSM6198425,Human_paraffin-embedded_placental_tissue_Sample 41,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Preterm; disease state:Chronic_hypertension
GSE204835,GSM6198426,Human_paraffin-embedded_placental_tissue_Sample 42,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Term; disease state:Chronic_hypertension
GSE204835,GSM6198427,Human_paraffin-embedded_placental_tissue_Sample 43,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Term; disease state:Chronic_hypertension
GSE204835,GSM6198428,Human_paraffin-embedded_placental_tissue_Sample 48,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Term; disease state:Preeclampsia
GSE204835,GSM6198429,Human_paraffin-embedded_placental_tissue_Sample 50,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Term; disease state:Preeclampsia
GSE204835,GSM6198430,Human_paraffin-embedded_placental_tissue_Sample 52,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Term; disease state:Preeclampsia
GSE204835,GSM6198431,Human_paraffin-embedded_placental_tissue_Sample 55,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Term; disease state:Chronic_hypertension
GSE204835,GSM6198432,Human_paraffin-embedded_placental_tissue_Sample 56,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Preterm; disease state:Supermposed_preeclampsia
GSE204835,GSM6198433,Human_paraffin-embedded_placental_tissue_Sample 57,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Term; disease state:Chronic_hypertension
GSE204835,GSM6198434,Human_paraffin-embedded_placental_tissue_Sample 63,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Preterm; disease state:Preeclampsia
GSE204835,GSM6198435,Human_paraffin-embedded_placental_tissue_Sample 64,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Term; disease state:Supermposed_preeclampsia
GSE204835,GSM6198436,Human_paraffin-embedded_placental_tissue_Sample 66,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Term; disease state:Chronic_hypertension
GSE204835,GSM6198437,Human_paraffin-embedded_placental_tissue_Sample 69,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Term; disease state:Preeclampsia
GSE204835,GSM6198438,Human_paraffin-embedded_placental_tissue_Sample 74,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Term; disease state:Chronic_hypertension
GSE204835,GSM6198439,Human_paraffin-embedded_placental_tissue_Sample 76,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Term; disease state:Preeclampsia
GSE204835,GSM6198440,Human_paraffin-embedded_placental_tissue_Sample 78,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Term; disease state:Chronic_hypertension
GSE204835,GSM6198441,Human_paraffin-embedded_placental_tissue_Sample 81,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Term; disease state:Preeclampsia
GSE204835,GSM6198442,Human_paraffin-embedded_placental_tissue_Sample 83,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Term; disease state:Chronic_hypertension
GSE204835,GSM6198443,Human_paraffin-embedded_placental_tissue_Sample 85,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Preterm; disease state:Chronic_hypertension
GSE204835,GSM6198444,Human_paraffin-embedded_placental_tissue_Sample 87,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL30173,NextSeq 2000,source_name:placenta; tissue:placenta; gestational age:Preterm; disease state:Preeclampsia
GSE203169,GSM6160961,17A020338-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:GDM; birth_weight_infant:3310
GSE203169,GSM6160962,17A020338-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:GDM; ogtt_1h:10.17; ogtt_2h:8.91; maternal_weight:84; maternal_height:170; gestational_week:38; maternal_age:28
GSE203169,GSM6160963,17A020340-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:Control; birth_weight_infant:3150
GSE203169,GSM6160964,17A020340-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:Control; ogtt_1h:7.58; ogtt_2h:6.82; maternal_weight:59; maternal_height:155; gestational_week:41; maternal_age:33
GSE203169,GSM6160965,17A020341-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:GDM; birth_weight_infant:3870
GSE203169,GSM6160966,17A020341-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:GDM; ogtt_1h:6.99; ogtt_2h:5.11; maternal_weight:67; maternal_height:164; gestational_week:38; maternal_age:30
GSE203169,GSM6160967,17A020342-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:GDM; birth_weight_infant:2890
GSE203169,GSM6160968,17A020342-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:GDM; ogtt_1h:11.36; ogtt_2h:8.72; maternal_weight:65.5; maternal_height:159; gestational_week:38; maternal_age:27
GSE203169,GSM6160969,17A020343-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:Control; birth_weight_infant:4250
GSE203169,GSM6160970,17A020343-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:Control; ogtt_1h:7.12; ogtt_2h:7; maternal_weight:79; maternal_height:165; gestational_week:38; maternal_age:34
GSE203169,GSM6160971,17A020344-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:Control; birth_weight_infant:2500
GSE203169,GSM6160972,17A020344-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:Control; ogtt_1h:#N/A!; ogtt_2h:#N/A!; maternal_weight:65; maternal_height:150; gestational_week:35; maternal_age:30
GSE203169,GSM6160973,17A020345-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:Control; ogtt_1h:7.02; ogtt_2h:4.24; maternal_weight:63; maternal_height:158; gestational_week:39; maternal_age:30
GSE203169,GSM6160974,17A020345-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:Control; birth_weight_infant:3260
GSE203169,GSM6160975,17A020346-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:GDM; birth_weight_infant:4080
GSE203169,GSM6160976,17A020346-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:GDM; ogtt_1h:10.02; ogtt_2h:5.93; maternal_weight:70; maternal_height:155; gestational_week:40; maternal_age:36
GSE203169,GSM6160977,17A020361-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:GDM; birth_weight_infant:3080
GSE203169,GSM6160978,17A020361-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:GDM; ogtt_1h:9.27; ogtt_2h:8.63; maternal_weight:59; maternal_height:158; gestational_week:39; maternal_age:29
GSE203169,GSM6160979,17A020363-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:GDM; birth_weight_infant:3720
GSE203169,GSM6160980,17A020363-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:GDM; ogtt_1h:6.98; ogtt_2h:6.43; maternal_weight:94.8; maternal_height:168; gestational_week:39; maternal_age:39
GSE203169,GSM6160981,17A020364-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:Control; birth_weight_infant:3160
GSE203169,GSM6160982,17A020364-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:Control; ogtt_1h:9.19; ogtt_2h:7.76; maternal_weight:71.3; maternal_height:159; gestational_week:38; maternal_age:37
GSE203169,GSM6160983,17A020365-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:GDM; birth_weight_infant:3290
GSE203169,GSM6160984,17A020365-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:GDM; ogtt_1h:9.52; ogtt_2h:7.73; maternal_weight:83; maternal_height:168; gestational_week:39; maternal_age:29
